MA_DONG_XE,MA_LOAIXE,BIEN_SO_XE,MA_HD
HARSTRE10,XCG2B.2,12-F105695,XCG_D0050659
HARSTRE10,XCG2B.2,49-X730462,XCG_D0046794
HARSTRE10,XCG2B.2,59-T321622,XCG_D0045756
HARSTRE10,XCG2B.2,61-A629769,XCG_D0045947
HARSTRE10,XCG2B.2,51-C884315,XCG_D0045230
HARSTRE10,XCG2B.2,63-K109649,XCG_D0045240
HARSTRE10,XCG2B.2,85-N571923,XCG_D0045573
HARSTRE10,XCG2B.2,80-L112932,XCG_D0061280
HARSTRE10,XCG2B.2,70-P402986,XCG_D0061297
HARSTRE10,XCG2B.2,37-T610539,XCG_D0061329
HARSTRE10,XCG2B.2,20-Z389964,XCG_D0057506
HARSTRE10,XCG2B.2,22-B811048,XCG_D0057507
HARSTRE10,XCG2B.2,51-C884315,XCG_D0060230
HARSTRE10,XCG2B.2,63-K109649,XCG_D0060240
HARSTRE10,XCG2B.2,93-P895340,XCG_D0058989
HARSTRE10,XCG2B.2,62-H576126,XCG_D0058994
HARSTRE10,XCG2B.2,33-M467631,XCG_D0057781
HARSTRE10,XCG2B.2,85-N571923,XCG_D0060573
HARSTRE10,XCG2B.2,31-N166030,XCG_D0059319
HARSTRE10,XCG2B.2,88-U418882,XCG_D0056764
HARSTRE10,XCG2B.2,54-Z924146,XCG_D0056809
HARSTRE10,XCG2B.2,12-A685313,XCG_D0058127
HARSTRE10,XCG2B.2,59-T321622,XCG_D0060756
HARSTRE10,XCG2B.2,26-A192594,XCG_D0056843
HARSTRE10,XCG2B.2,11-Z646727,XCG_D0058192
HARSTRE10,XCG2B.2,98-K733460,XCG_D0059447
HARSTRE10,XCG2B.2,37-P657729,XCG_D0059505
HARSTRE10,XCG2B.2,47-E573551,XCG_D0057045
HARSTRE10,XCG2B.2,61-A629769,XCG_D0060947
HARSTRE10,XCG2B.2,75-B597893,XCG_D0058496
HARSTRE10,XCG2B.2,52-B578413,XCG_D0057312
HARSTRE10,XCG2B.2,66-A586759,XCG_D0061261
HARSTRE10,XCG2B.2,83-T938479,XCG_D0055054
HARSTRE10,XCG2B.2,66-E160019,XCG_D0053697
HARSTRE10,XCG2B.2,57-T708693,XCG_D0055116
HARSTRE10,XCG2B.2,37-P873652,XCG_D0055117
HARSTRE10,XCG2B.2,15-B302674,XCG_D0056418
HARSTRE10,XCG2B.2,85-G928897,XCG_D0056463
HARSTRE10,XCG2B.2,24-S788532,XCG_D0056472
HARSTRE10,XCG2B.2,36-P570120,XCG_D0053797
HARSTRE10,XCG2B.2,43-A436709,XCG_D0055195
HARSTRE10,XCG2B.2,95-Y680633,XCG_D0055296
HARSTRE10,XCG2B.2,83-S844421,XCG_D0055322
HARSTRE10,XCG2B.2,61-K918028,XCG_D0051224
HARSTRE10,XCG2B.2,31-B916658,XCG_D0052573
HARSTRE10,XCG2B.2,38-B504912,XCG_D0053944
HARSTRE10,XCG2B.2,64-V875572,XCG_D0055367
HARSTRE10,XCG2B.2,84-P664712,XCG_D0051323
HARSTRE10,XCG2B.2,31-B226954,XCG_D0055417
HARSTRE10,XCG2B.2,38-V294650,XCG_D0055461
HARSTRE10,XCG2B.2,43-V648302,XCG_D0055573
HARSTRE10,XCG2B.2,36-N698334,XCG_D0052868
HARSTRE10,XCG2B.2,82-K148387,XCG_D0054175
HARSTRE10,XCG2B.2,53-B419879,XCG_D0051564
HARSTRE10,XCG2B.2,75-H460308,XCG_D0051585
HARSTRE10,XCG2B.2,99-U134344,XCG_D0052959
HARSTRE10,XCG2B.2,84-U335434,XCG_D0052962
HARSTRE10,XCG2B.2,53-L936655,XCG_D0051647
HARSTRE10,XCG2B.2,30-T603920,XCG_D0051779
HARSTRE10,XCG2B.2,80-C303386,XCG_D0055939
HARSTRE10,XCG2B.2,58-F639563,XCG_D0051993
HARSTRE10,XCG2B.2,12-B212873,XCG_D0052028
HARSTRE10,XCG2B.2,70-Y637128,XCG_D0053375
HARSTRE10,XCG2B.2,77-E394678,XCG_D0054663
HARSTRE10,XCG2B.2,53-B229498,XCG_D0056113
HARSTRE10,XCG2B.2,95-D315311,XCG_D0052081
HARSTRE10,XCG2B.2,67-B414243,XCG_D0054866
HARSTRE10,XCG2B.2,68-C579240,XCG_D0062776
HARSTRE10,XCG2B.2,98-Z983884,XCG_D0062779
HARSTRE10,XCG2B.2,53-B419879,XCG_D0064216
HARSTRE10,XCG2B.2,75-H460308,XCG_D0064237
HARSTRE10,XCG2B.2,34-L371822,XCG_D0062961
HARSTRE10,XCG2B.2,53-L936655,XCG_D0064299
HARSTRE10,XCG2B.2,30-T603920,XCG_D0064431
HARSTRE10,XCG2B.2,49-X730462,XCG_D0061794
HARSTRE10,XCG2B.2,17-X514116,XCG_D0061965
HARSTRE10,XCG2B.2,52-M417264,XCG_D0063304
HARSTRE10,XCG2B.2,12-F105695,XCG_D0063311
HARSTRE10,XCG2B.2,59-M432137,XCG_D0062123
HARSTRE10,XCG2B.2,58-B178354,XCG_D0062232
HARSTRE10,XCG2B.2,65-K886807,XCG_D0062249
HARSTRE10,XCG2B.2,25-C510322,XCG_D0063601
HARSTRE10,XCG2B.2,11-E900742,XCG_D0062295
HARSTRE10,XCG2B.2,60-X844597,XCG_D0062304
HARSTRE10,XCG2B.2,15-C660721,XCG_D0063626
HARSTRE10,XCG2B.2,12-B570376,XCG_D0062356
HARSTRE10,XCG2B.2,59-L382337,XCG_D0063737
HARSTRE10,XCG2B.2,89-T720932,XCG_D0063781
HARSTRE10,XCG2B.2,95-X681637,XCG_D0062562
HARSTRE10,XCG2B.2,61-K918028,XCG_D0063876
HARSTRE10,XCG2B.2,61-A361456,XCG_D0062650
HARSTRE10,XCG2B.2,84-P664712,XCG_D0063975
SUZADDR07,XCG2B.2,71-Z105137,XCG_D0050816
SUZADDR07,XCG2B.2,86-F679772,XCG_D0049579
SUZADDR07,XCG2B.2,35-V510643,XCG_D0049598
SUZADDR07,XCG2B.2,97-K616046,XCG_D0049607
SUZADDR07,XCG2B.2,70-M523381,XCG_D0050940
SUZADDR07,XCG2B.2,85-H338354,XCG_D0048414
SUZADDR07,XCG2B.2,61-C996855,XCG_D0049730
SUZADDR07,XCG2B.2,85-L936872,XCG_D0047266
SUZADDR07,XCG2B.2,95-F735845,XCG_D0047267
SUZADDR07,XCG2B.2,59-V195995,XCG_D0045961
SUZADDR07,XCG2B.2,94-M110936,XCG_D0048550
SUZADDR07,XCG2B.2,52-Y120877,XCG_D0048595
SUZADDR07,XCG2B.2,90-K244404,XCG_D0049924
SUZADDR07,XCG2B.2,56-C145153,XCG_D0047455
SUZADDR07,XCG2B.2,32-B203932,XCG_D0048641
SUZADDR07,XCG2B.2,92-M364949,XCG_D0047519
SUZADDR07,XCG2B.2,93-X931386,XCG_D0048738
SUZADDR07,XCG2B.2,94-S200352,XCG_D0050082
SUZADDR07,XCG2B.2,47-V732536,XCG_D0047580
SUZADDR07,XCG2B.2,75-V947023,XCG_D0048815
SUZADDR07,XCG2B.2,51-C693071,XCG_D0048860
SUZADDR07,XCG2B.2,17-T957582,XCG_D0048876
SUZADDR07,XCG2B.2,86-P340718,XCG_D0050313
SUZADDR07,XCG2B.2,83-Z248053,XCG_D0046512
SUZADDR07,XCG2B.2,82-G987407,XCG_D0049092
SUZADDR07,XCG2B.2,19-A822894,XCG_D0049109
SUZADDR07,XCG2B.2,97-Y341206,XCG_D0050431
SUZADDR07,XCG2B.2,43-V640224,XCG_D0050453
SUZADDR07,XCG2B.2,26-P772797,XCG_D0050454
SUZADDR07,XCG2B.2,29-B523398,XCG_D0050548
SUZADDR07,XCG2B.2,99-U178182,XCG_D0047992
SUZADDR07,XCG2B.2,81-L837845,XCG_D0049261
SUZADDR07,XCG2B.2,39-K801269,XCG_D0049307
SUZADDR07,XCG2B.2,75-G392908,XCG_D0050673
SUZADDR07,XCG2B.2,31-E938270,XCG_D0046809
SUZADDR07,XCG2B.2,66-M215120,XCG_D0046838
SUZADDR07,XCG2B.2,84-T973108,XCG_D0045199
SUZADDR07,XCG2B.2,34-B797962,XCG_D0045382
SUZADDR07,XCG2B.2,93-B685073,XCG_D0045567
SUZADDR07,XCG2B.2,66-Y976967,XCG_D0058679
SUZADDR07,XCG2B.2,24-L391533,XCG_D0057540
SUZADDR07,XCG2B.2,85-D311004,XCG_D0057657
SUZADDR07,XCG2B.2,49-U493027,XCG_D0058898
SUZADDR07,XCG2B.2,84-T973108,XCG_D0060199
SUZADDR07,XCG2B.2,83-Z248053,XCG_D0061512
SUZADDR07,XCG2B.2,90-P383978,XCG_D0059023
SUZADDR07,XCG2B.2,34-B797962,XCG_D0060382
SUZADDR07,XCG2B.2,70-S296299,XCG_D0059152
SUZADDR07,XCG2B.2,15-L613214,XCG_D0059223
SUZADDR07,XCG2B.2,93-B685073,XCG_D0060567
SUZADDR07,XCG2B.2,35-D949016,XCG_D0056710
SUZADDR07,XCG2B.2,47-C188278,XCG_D0058067
SUZADDR07,XCG2B.2,75-B659472,XCG_D0056799
SUZADDR07,XCG2B.2,48-G691336,XCG_D0056825
SUZADDR07,XCG2B.2,15-V899921,XCG_D0058102
SUZADDR07,XCG2B.2,85-H545176,XCG_D0059371
SUZADDR07,XCG2B.2,81-F513983,XCG_D0058189
SUZADDR07,XCG2B.2,80-V434195,XCG_D0059577
SUZADDR07,XCG2B.2,34-X394888,XCG_D0057026
SUZADDR07,XCG2B.2,89-C997990,XCG_D0058407
SUZADDR07,XCG2B.2,90-X885104,XCG_D0059609
SUZADDR07,XCG2B.2,59-V195995,XCG_D0060961
SUZADDR07,XCG2B.2,92-T611078,XCG_D0057088
SUZADDR07,XCG2B.2,77-C597575,XCG_D0057313
SUZADDR07,XCG2B.2,58-B960106,XCG_D0054928
SUZADDR07,XCG2B.2,35-A830796,XCG_D0056285
SUZADDR07,XCG2B.2,36-Y412889,XCG_D0056310
SUZADDR07,XCG2B.2,35-S123578,XCG_D0052243
SUZADDR07,XCG2B.2,89-S162407,XCG_D0055071
SUZADDR07,XCG2B.2,59-F723046,XCG_D0055127
SUZADDR07,XCG2B.2,71-H659676,XCG_D0052399
SUZADDR07,XCG2B.2,70-K832036,XCG_D0052478
SUZADDR07,XCG2B.2,97-N195276,XCG_D0051177
SUZADDR07,XCG2B.2,26-Y545405,XCG_D0051250
SUZADDR07,XCG2B.2,84-H771175,XCG_D0052625
SUZADDR07,XCG2B.2,29-E201302,XCG_D0052645
SUZADDR07,XCG2B.2,93-P741434,XCG_D0053947
SUZADDR07,XCG2B.2,59-Y318583,XCG_D0055399
SUZADDR07,XCG2B.2,17-G660605,XCG_D0051362
SUZADDR07,XCG2B.2,54-F231340,XCG_D0052866
SUZADDR07,XCG2B.2,55-U198133,XCG_D0054230
SUZADDR07,XCG2B.2,97-T772692,XCG_D0051590
SUZADDR07,XCG2B.2,22-K647017,XCG_D0052909
SUZADDR07,XCG2B.2,81-E559218,XCG_D0054262
SUZADDR07,XCG2B.2,33-T610397,XCG_D0054284
SUZADDR07,XCG2B.2,20-L447964,XCG_D0055696
SUZADDR07,XCG2B.2,77-X755881,XCG_D0052987
SUZADDR07,XCG2B.2,40-U659052,XCG_D0055756
SUZADDR07,XCG2B.2,34-T581450,XCG_D0055775
SUZADDR07,XCG2B.2,97-C918548,XCG_D0051726
SUZADDR07,XCG2B.2,31-Y194928,XCG_D0054413
SUZADDR07,XCG2B.2,26-S196376,XCG_D0055963
SUZADDR07,XCG2B.2,71-A372990,XCG_D0051913
SUZADDR07,XCG2B.2,66-U267520,XCG_D0053307
SUZADDR07,XCG2B.2,92-K257269,XCG_D0052059
SUZADDR07,XCG2B.2,61-G307964,XCG_D0056091
SUZADDR07,XCG2B.2,99-Y751264,XCG_D0056123
SUZADDR07,XCG2B.2,98-N700632,XCG_D0056162
SUZADDR07,XCG2B.2,90-A350737,XCG_D0052103
SUZADDR07,XCG2B.2,39-D136656,XCG_D0052121
SUZADDR07,XCG2B.2,80-G422344,XCG_D0052151
SUZADDR07,XCG2B.2,15-C353192,XCG_D0053545
SUZADDR07,XCG2B.2,43-M655060,XCG_D0053559
SUZADDR07,XCG2B.2,17-U774567,XCG_D0054843
SUZADDR07,XCG2B.2,97-T772692,XCG_D0064242
SUZADDR07,XCG2B.2,86-P340718,XCG_D0062965
SUZADDR07,XCG2B.2,97-Y341206,XCG_D0063083
SUZADDR07,XCG2B.2,43-V640224,XCG_D0063105
SUZADDR07,XCG2B.2,26-P772797,XCG_D0063106
SUZADDR07,XCG2B.2,97-C918548,XCG_D0064378
SUZADDR07,XCG2B.2,31-E938270,XCG_D0061809
SUZADDR07,XCG2B.2,66-M215120,XCG_D0061838
SUZADDR07,XCG2B.2,29-B523398,XCG_D0063200
SUZADDR07,XCG2B.2,75-G392908,XCG_D0063325
SUZADDR07,XCG2B.2,71-Z105137,XCG_D0063468
SUZADDR07,XCG2B.2,85-L936872,XCG_D0062266
SUZADDR07,XCG2B.2,95-F735845,XCG_D0062267
SUZADDR07,XCG2B.2,70-M523381,XCG_D0063592
SUZADDR07,XCG2B.2,61-C996855,XCG_D0062382
SUZADDR07,XCG2B.2,97-N195276,XCG_D0063829
SUZADDR07,XCG2B.2,90-K244404,XCG_D0062576
SUZADDR07,XCG2B.2,26-Y545405,XCG_D0063902
SUZADDR07,XCG2B.2,17-G660605,XCG_D0064014
SUZADDR07,XCG2B.2,94-S200352,XCG_D0062734
BENRFS105,XCG2B.2,64-M367603,XCG_D0049426
BENRFS105,XCG2B.2,22-U420207,XCG_D0050746
BENRFS105,XCG2B.2,59-C162343,XCG_D0049524
BENRFS105,XCG2B.2,29-P671463,XCG_D0050869
BENRFS105,XCG2B.2,65-D697528,XCG_D0046959
BENRFS105,XCG2B.2,98-Y575571,XCG_D0046990
BENRFS105,XCG2B.2,49-D571008,XCG_D0051068
BENRFS105,XCG2B.2,35-N850455,XCG_D0049643
BENRFS105,XCG2B.2,71-S708132,XCG_D0049644
BENRFS105,XCG2B.2,48-L956416,XCG_D0050916
BENRFS105,XCG2B.2,85-D854214,XCG_D0047128
BENRFS105,XCG2B.2,49-X264186,XCG_D0047144
BENRFS105,XCG2B.2,34-Y543507,XCG_D0049734
BENRFS105,XCG2B.2,40-T240733,XCG_D0049797
BENRFS105,XCG2B.2,29-S935035,XCG_D0045974
BENRFS105,XCG2B.2,25-T856647,XCG_D0045991
BENRFS105,XCG2B.2,95-F314175,XCG_D0048570
BENRFS105,XCG2B.2,33-M518447,XCG_D0048703
BENRFS105,XCG2B.2,57-K560300,XCG_D0047491
BENRFS105,XCG2B.2,60-Z676607,XCG_D0047516
BENRFS105,XCG2B.2,26-Y569795,XCG_D0050065
BENRFS105,XCG2B.2,48-N301390,XCG_D0046323
BENRFS105,XCG2B.2,49-H810878,XCG_D0046397
BENRFS105,XCG2B.2,64-V682629,XCG_D0047722
BENRFS105,XCG2B.2,65-U786802,XCG_D0047749
BENRFS105,XCG2B.2,89-M735268,XCG_D0047818
BENRFS105,XCG2B.2,67-B204756,XCG_D0047826
BENRFS105,XCG2B.2,79-G989119,XCG_D0049069
BENRFS105,XCG2B.2,83-P562704,XCG_D0049111
BENRFS105,XCG2B.2,34-U689823,XCG_D0047877
BENRFS105,XCG2B.2,83-U715576,XCG_D0049147
BENRFS105,XCG2B.2,36-Z551123,XCG_D0050517
BENRFS105,XCG2B.2,36-Z745151,XCG_D0046630
BENRFS105,XCG2B.2,43-Z465059,XCG_D0046667
BENRFS105,XCG2B.2,74-Y122262,XCG_D0046717
BENRFS105,XCG2B.2,65-Y781201,XCG_D0045938
BENRFS105,XCG2B.2,84-B308254,XCG_D0045183
BENRFS105,XCG2B.2,22-L184557,XCG_D0045275
BENRFS105,XCG2B.2,59-T696314,XCG_D0045276
BENRFS105,XCG2B.2,64-C282745,XCG_D0045561
BENRFS105,XCG2B.2,48-N301390,XCG_D0061323
BENRFS105,XCG2B.2,74-A480403,XCG_D0057474
BENRFS105,XCG2B.2,49-H810878,XCG_D0061397
BENRFS105,XCG2B.2,86-K698907,XCG_D0057531
BENRFS105,XCG2B.2,11-P846240,XCG_D0057563
BENRFS105,XCG2B.2,94-H317002,XCG_D0058793
BENRFS105,XCG2B.2,36-Z745151,XCG_D0061630
BENRFS105,XCG2B.2,43-Z465059,XCG_D0061667
BENRFS105,XCG2B.2,50-C176429,XCG_D0058863
BENRFS105,XCG2B.2,84-B308254,XCG_D0060183
BENRFS105,XCG2B.2,63-Z448912,XCG_D0057754
BENRFS105,XCG2B.2,22-L184557,XCG_D0060275
BENRFS105,XCG2B.2,59-T696314,XCG_D0060276
BENRFS105,XCG2B.2,20-M837810,XCG_D0057920
BENRFS105,XCG2B.2,19-S246177,XCG_D0056584
BENRFS105,XCG2B.2,20-P628866,XCG_D0056658
BENRFS105,XCG2B.2,12-E767239,XCG_D0059258
BENRFS105,XCG2B.2,64-C282745,XCG_D0060561
BENRFS105,XCG2B.2,20-D186547,XCG_D0056732
BENRFS105,XCG2B.2,51-X894287,XCG_D0058066
BENRFS105,XCG2B.2,67-M162652,XCG_D0058170
BENRFS105,XCG2B.2,98-E387399,XCG_D0059398
BENRFS105,XCG2B.2,80-E385638,XCG_D0056858
BENRFS105,XCG2B.2,52-C977929,XCG_D0056907
BENRFS105,XCG2B.2,65-Y781201,XCG_D0060938
BENRFS105,XCG2B.2,29-S935035,XCG_D0060974
BENRFS105,XCG2B.2,25-T856647,XCG_D0060991
BENRFS105,XCG2B.2,73-A818664,XCG_D0059719
BENRFS105,XCG2B.2,39-C117633,XCG_D0057191
BENRFS105,XCG2B.2,31-P447000,XCG_D0058574
BENRFS105,XCG2B.2,89-C937227,XCG_D0057394
BENRFS105,XCG2B.2,79-V379118,XCG_D0053648
BENRFS105,XCG2B.2,92-B989844,XCG_D0052351
BENRFS105,XCG2B.2,71-T644687,XCG_D0053653
BENRFS105,XCG2B.2,59-X617719,XCG_D0055142
BENRFS105,XCG2B.2,32-G522772,XCG_D0056455
BENRFS105,XCG2B.2,68-K729286,XCG_D0053800
BENRFS105,XCG2B.2,70-L311421,XCG_D0053814
BENRFS105,XCG2B.2,86-C252149,XCG_D0053869
BENRFS105,XCG2B.2,24-F172559,XCG_D0055302
BENRFS105,XCG2B.2,63-B231579,XCG_D0051228
BENRFS105,XCG2B.2,61-S339128,XCG_D0051273
BENRFS105,XCG2B.2,19-V342027,XCG_D0052576
BENRFS105,XCG2B.2,40-L473059,XCG_D0053909
BENRFS105,XCG2B.2,49-B618228,XCG_D0051345
BENRFS105,XCG2B.2,19-G107585,XCG_D0054003
BENRFS105,XCG2B.2,75-C150907,XCG_D0054026
BENRFS105,XCG2B.2,92-T778758,XCG_D0055433
BENRFS105,XCG2B.2,29-P467214,XCG_D0051401
BENRFS105,XCG2B.2,11-P529995,XCG_D0052733
BENRFS105,XCG2B.2,92-B805720,XCG_D0055536
BENRFS105,XCG2B.2,36-Z579987,XCG_D0052865
BENRFS105,XCG2B.2,77-V622102,XCG_D0055711
BENRFS105,XCG2B.2,99-M826404,XCG_D0054383
BENRFS105,XCG2B.2,97-S130150,XCG_D0055793
BENRFS105,XCG2B.2,53-L432517,XCG_D0054455
BENRFS105,XCG2B.2,36-M926483,XCG_D0055902
BENRFS105,XCG2B.2,98-D701798,XCG_D0054493
BENRFS105,XCG2B.2,55-Z160946,XCG_D0055968
BENRFS105,XCG2B.2,72-C889578,XCG_D0053269
BENRFS105,XCG2B.2,88-C766354,XCG_D0056039
BENRFS105,XCG2B.2,73-U917830,XCG_D0053354
BENRFS105,XCG2B.2,94-T666122,XCG_D0054685
BENRFS105,XCG2B.2,93-H852344,XCG_D0056201
BENRFS105,XCG2B.2,51-K919938,XCG_D0052201
BENRFS105,XCG2B.2,30-E732544,XCG_D0053539
BENRFS105,XCG2B.2,86-T427087,XCG_D0053544
BENRFS105,XCG2B.2,74-Y122262,XCG_D0061717
BENRFS105,XCG2B.2,36-Z551123,XCG_D0063169
BENRFS105,XCG2B.2,65-D697528,XCG_D0061959
BENRFS105,XCG2B.2,98-Y575571,XCG_D0061990
BENRFS105,XCG2B.2,22-U420207,XCG_D0063398
BENRFS105,XCG2B.2,85-D854214,XCG_D0062128
BENRFS105,XCG2B.2,49-X264186,XCG_D0062144
BENRFS105,XCG2B.2,29-P671463,XCG_D0063521
BENRFS105,XCG2B.2,48-L956416,XCG_D0063568
BENRFS105,XCG2B.2,34-Y543507,XCG_D0062386
BENRFS105,XCG2B.2,49-D571008,XCG_D0063720
BENRFS105,XCG2B.2,40-T240733,XCG_D0062449
BENRFS105,XCG2B.2,63-B231579,XCG_D0063880
BENRFS105,XCG2B.2,61-S339128,XCG_D0063925
BENRFS105,XCG2B.2,49-B618228,XCG_D0063997
BENRFS105,XCG2B.2,26-Y569795,XCG_D0062717
BENRFS105,XCG2B.2,29-P467214,XCG_D0064053
DUCMONS17,XCG2B.2,36-C528111,XCG_D0049403
DUCMONS17,XCG2B.2,11-X935492,XCG_D0046930
DUCMONS17,XCG2B.2,72-G236671,XCG_D0048152
DUCMONS17,XCG2B.2,51-U476449,XCG_D0048199
DUCMONS17,XCG2B.2,66-G955802,XCG_D0048207
DUCMONS17,XCG2B.2,98-P732336,XCG_D0049531
DUCMONS17,XCG2B.2,84-P851347,XCG_D0049630
DUCMONS17,XCG2B.2,93-U775980,XCG_D0049653
DUCMONS17,XCG2B.2,65-S400271,XCG_D0049654
DUCMONS17,XCG2B.2,39-L809830,XCG_D0047173
DUCMONS17,XCG2B.2,80-V955981,XCG_D0047196
DUCMONS17,XCG2B.2,88-Z408814,XCG_D0048475
DUCMONS17,XCG2B.2,29-V835696,XCG_D0048521
DUCMONS17,XCG2B.2,11-A333840,XCG_D0047303
DUCMONS17,XCG2B.2,54-E765265,XCG_D0048670
DUCMONS17,XCG2B.2,80-N998255,XCG_D0049978
DUCMONS17,XCG2B.2,66-H897438,XCG_D0049997
DUCMONS17,XCG2B.2,22-K384166,XCG_D0050019
DUCMONS17,XCG2B.2,56-S573289,XCG_D0047526
DUCMONS17,XCG2B.2,15-F446499,XCG_D0048784
DUCMONS17,XCG2B.2,33-B853554,XCG_D0046220
DUCMONS17,XCG2B.2,17-E442898,XCG_D0046228
DUCMONS17,XCG2B.2,51-F133635,XCG_D0048873
DUCMONS17,XCG2B.2,99-D312228,XCG_D0048874
DUCMONS17,XCG2B.2,49-L857910,XCG_D0046356
DUCMONS17,XCG2B.2,81-D261419,XCG_D0048903
DUCMONS17,XCG2B.2,81-B474309,XCG_D0048936
DUCMONS17,XCG2B.2,60-N966705,XCG_D0048964
DUCMONS17,XCG2B.2,56-V540912,XCG_D0050386
DUCMONS17,XCG2B.2,32-C891381,XCG_D0049144
DUCMONS17,XCG2B.2,38-S696748,XCG_D0049184
DUCMONS17,XCG2B.2,55-C125655,XCG_D0050528
DUCMONS17,XCG2B.2,59-D481683,XCG_D0049244
DUCMONS17,XCG2B.2,64-N654717,XCG_D0049265
DUCMONS17,XCG2B.2,55-A625623,XCG_D0048121
DUCMONS17,XCG2B.2,77-D153476,XCG_D0050678
DUCMONS17,XCG2B.2,24-V699105,XCG_D0045739
DUCMONS17,XCG2B.2,92-U991787,XCG_D0045754
DUCMONS17,XCG2B.2,97-G947082,XCG_D0045760
DUCMONS17,XCG2B.2,67-M354395,XCG_D0045249
DUCMONS17,XCG2B.2,38-Y767340,XCG_D0045316
DUCMONS17,XCG2B.2,17-F728542,XCG_D0045604
DUCMONS17,XCG2B.2,80-X212298,XCG_D0045668
DUCMONS17,XCG2B.2,53-U205729,XCG_D0058694
DUCMONS17,XCG2B.2,49-L857910,XCG_D0061356
DUCMONS17,XCG2B.2,74-E457478,XCG_D0057632
DUCMONS17,XCG2B.2,67-M354395,XCG_D0060249
DUCMONS17,XCG2B.2,48-D699843,XCG_D0057685
DUCMONS17,XCG2B.2,38-Y767340,XCG_D0060316
DUCMONS17,XCG2B.2,74-D196210,XCG_D0057801
DUCMONS17,XCG2B.2,90-N625282,XCG_D0059047
DUCMONS17,XCG2B.2,55-D212421,XCG_D0057913
DUCMONS17,XCG2B.2,19-S392603,XCG_D0059137
DUCMONS17,XCG2B.2,40-X936381,XCG_D0056703
DUCMONS17,XCG2B.2,68-U946221,XCG_D0058069
DUCMONS17,XCG2B.2,17-F728542,XCG_D0060604
DUCMONS17,XCG2B.2,80-X212298,XCG_D0060668
DUCMONS17,XCG2B.2,63-A982418,XCG_D0058158
DUCMONS17,XCG2B.2,24-V699105,XCG_D0060739
DUCMONS17,XCG2B.2,92-U991787,XCG_D0060754
DUCMONS17,XCG2B.2,97-G947082,XCG_D0060760
DUCMONS17,XCG2B.2,40-M585973,XCG_D0057020
DUCMONS17,XCG2B.2,55-H957106,XCG_D0059648
DUCMONS17,XCG2B.2,64-U616954,XCG_D0057099
DUCMONS17,XCG2B.2,67-K399754,XCG_D0059694
DUCMONS17,XCG2B.2,19-X901030,XCG_D0057280
DUCMONS17,XCG2B.2,33-B853554,XCG_D0061220
DUCMONS17,XCG2B.2,17-E442898,XCG_D0061228
DUCMONS17,XCG2B.2,20-S937296,XCG_D0057353
DUCMONS17,XCG2B.2,22-X783571,XCG_D0055018
DUCMONS17,XCG2B.2,24-T188929,XCG_D0055066
DUCMONS17,XCG2B.2,31-N305235,XCG_D0053712
DUCMONS17,XCG2B.2,36-E719153,XCG_D0056419
DUCMONS17,XCG2B.2,53-S379090,XCG_D0055244
DUCMONS17,XCG2B.2,56-V784455,XCG_D0052521
DUCMONS17,XCG2B.2,57-F607274,XCG_D0052546
DUCMONS17,XCG2B.2,92-K540257,XCG_D0051238
DUCMONS17,XCG2B.2,97-M708337,XCG_D0052605
DUCMONS17,XCG2B.2,38-Y851777,XCG_D0052627
DUCMONS17,XCG2B.2,33-M312345,XCG_D0055351
DUCMONS17,XCG2B.2,30-K346717,XCG_D0055467
DUCMONS17,XCG2B.2,37-M977013,XCG_D0055574
DUCMONS17,XCG2B.2,80-T269147,XCG_D0051545
DUCMONS17,XCG2B.2,92-N815250,XCG_D0054204
DUCMONS17,XCG2B.2,40-A790706,XCG_D0051559
DUCMONS17,XCG2B.2,39-Z320115,XCG_D0051621
DUCMONS17,XCG2B.2,52-N318745,XCG_D0054297
DUCMONS17,XCG2B.2,84-B335100,XCG_D0054402
DUCMONS17,XCG2B.2,75-B226903,XCG_D0055829
DUCMONS17,XCG2B.2,65-E635327,XCG_D0051757
DUCMONS17,XCG2B.2,59-K219080,XCG_D0051809
DUCMONS17,XCG2B.2,73-Y629465,XCG_D0054427
DUCMONS17,XCG2B.2,66-Y836069,XCG_D0054485
DUCMONS17,XCG2B.2,26-N365448,XCG_D0055836
DUCMONS17,XCG2B.2,79-H731591,XCG_D0055848
DUCMONS17,XCG2B.2,68-Y117101,XCG_D0051822
DUCMONS17,XCG2B.2,61-P551850,XCG_D0053197
DUCMONS17,XCG2B.2,22-A182461,XCG_D0053220
DUCMONS17,XCG2B.2,82-D821675,XCG_D0056002
DUCMONS17,XCG2B.2,35-U783455,XCG_D0056055
DUCMONS17,XCG2B.2,32-B721628,XCG_D0053334
DUCMONS17,XCG2B.2,55-P716396,XCG_D0053369
DUCMONS17,XCG2B.2,25-K541918,XCG_D0056102
DUCMONS17,XCG2B.2,53-A651026,XCG_D0052199
DUCMONS17,XCG2B.2,68-P973476,XCG_D0053498
DUCMONS17,XCG2B.2,80-T269147,XCG_D0064197
DUCMONS17,XCG2B.2,40-A790706,XCG_D0064211
DUCMONS17,XCG2B.2,39-Z320115,XCG_D0064273
DUCMONS17,XCG2B.2,56-V540912,XCG_D0063038
DUCMONS17,XCG2B.2,65-E635327,XCG_D0064409
DUCMONS17,XCG2B.2,55-C125655,XCG_D0063180
DUCMONS17,XCG2B.2,59-K219080,XCG_D0064461
